date,buy_count,sell_count,hold_count,win_count,loss_count,win_rate,avg_pnl_pct,best_trade_pct,worst_trade_pct,total_assets,cumulative_return,max_drawdown
20260618,3,0,3,0,0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0
20260622,3,0,6,0,0,0.0,0.0,0.0,0.0,102382.0,2.38,0.0
