date,code,name,momentum_score,trend_score,combined_score,rank,reason
20260625,600226,亨通股份,81.95,79.04,80.79,43,游资:成交82.4/加速89.2/新高74.7/波换77.6; 机构:均线95.9/回撤74.7/持续100.0/稳定39.2
20260625,688072,拓荆科技,69.35,88.21,80.67,44,游资:成交87.8/加速49.8/新高90.4/波换49.9; 机构:均线81.0/回撤90.4/持续86.5/稳定97.5
20260625,301526,国际复材,72.57,85.83,80.53,45,游资:成交91.8/加速30.1/新高90.4/波换89.6; 机构:均线99.7/回撤90.4/持续74.5/稳定69.5
20260625,000783,长江证券,84.1,74.63,80.31,46,游资:成交84.4/加速94.4/新高90.4/波换62.0; 机构:均线83.8/回撤90.4/持续81.6/稳定30.3
20260625,603618,杭电股份,69.97,86.88,80.12,47,游资:成交80.0/加速38.7/新高90.4/波换81.5; 机构:均线84.5/回撤90.4/持续94.5/稳定77.6
20260625,600246,万通发展,82.17,76.86,80.05,48,游资:成交77.9/加速83.7/新高90.4/波换78.1; 机构:均线65.8/回撤90.4/持续74.5/稳定75.6
20260625,300806,斯迪克,76.29,82.55,80.05,49,游资:成交77.6/加速59.5/新高90.4/波换85.4; 机构:均线94.0/回撤90.4/持续74.5/稳定61.7
20260625,603938,三孚股份,82.12,76.72,79.96,50,游资:成交72.3/加速99.3/新高71.2/波换81.9; 机构:均线87.6/回撤71.2/持续86.5/稳定58.9
20260625,300346,南大光电,84.37,73.08,79.85,51,游资:成交91.5/加速87.8/新高70.4/波换82.5; 机构:均线78.5/回撤70.4/持续94.5/稳定47.6
20260625,603588,高能环境,78.46,80.7,79.8,52,游资:成交65.6/加速95.1/新高90.4/波换60.8; 机构:均线93.0/回撤90.4/持续94.5/稳定34.0
20260625,688396,XD华润微,71.52,85.08,79.66,53,游资:成交75.4/加速65.5/新高90.4/波换55.9; 机构:均线75.3/回撤90.4/持续92.2/稳定84.8
20260625,688630,芯碁微装,64.8,89.42,79.57,54,游资:成交66.6/加速48.6/新高90.4/波换60.8; 机构:均线91.8/回撤90.4/持续74.5/稳定99.4
20260625,002536,飞龙股份,80.5,78.01,79.5,55,游资:成交73.7/加速84.6/新高90.4/波换74.6; 机构:均线77.6/回撤90.4/持续81.6/稳定56.4
20260625,688627,精智达,62.78,90.51,79.42,56,游资:成交67.2/加速37.7/新高90.4/波换66.3; 机构:均线96.4/回撤90.4/持续94.5/稳定78.0
20260625,688110,东芯股份,74.49,82.69,79.41,57,游资:成交87.6/加速58.2/新高90.4/波换63.4; 机构:均线86.7/回撤90.4/持续81.6/稳定66.2
20260625,603186,华正新材,65.29,88.31,79.1,58,游资:成交76.5/加速33.6/新高90.4/波换70.9; 机构:均线98.7/回撤90.4/持续99.5/稳定58.4
20260625,000657,中钨高新,71.85,83.71,78.97,59,游资:成交94.4/加速53.5/新高72.3/波换65.1; 机构:均线88.8/回撤72.3/持续99.0/稳定77.8
20260625,301611,珂玛科技,73.09,82.69,78.85,60,游资:成交63.1/加速74.6/新高80.0/波换78.9; 机构:均线92.9/回撤80.0/持续94.5/稳定59.6
20260625,600869,远东股份,76.03,80.56,78.75,61,游资:成交78.2/加速84.8/新高76.4/波换59.3; 机构:均线80.9/回撤76.4/持续86.5/稳定80.4
20260625,300077,国民技术,86.3,67.38,78.73,62,游资:成交80.6/加速94.8/新高79.5/波换88.9; 机构:均线80.3/回撤79.5/持续63.7/稳定33.5
20260625,688037,芯源微,67.42,85.57,78.31,63,游资:成交68.4/加速60.9/新高90.4/波换52.8; 机构:均线83.1/回撤90.4/持续74.5/稳定93.2
20260625,002384,东山精密,73.8,81.29,78.29,64,游资:成交98.7/加速44.3/新高90.4/波换64.1; 机构:均线73.5/回撤90.4/持续63.7/稳定97.1
20260625,688313,仕佳光子,78.27,78.27,78.27,65,游资:成交86.7/加速81.3/新高75.1/波换64.2; 机构:均线74.6/回撤75.1/持续86.5/稳定80.3
20260625,600460,士兰微,76.68,79.32,78.26,66,游资:成交92.3/加速61.2/新高79.9/波换73.3; 机构:均线91.5/回撤79.9/持续94.5/稳定45.1
20260625,688548,广钢气体,73.64,81.32,78.25,67,游资:成交56.5/加速77.1/新高90.4/波换77.4; 机构:均线88.0/回撤90.4/持续92.2/稳定46.9
20260625,003018,金富科技,68.1,84.94,78.2,68,游资:成交34.6/加速85.3/新高90.4/波换70.2; 机构:均线87.4/回撤90.4/持续81.6/稳定76.4
20260625,003031,中瓷电子,74.4,80.63,78.14,69,游资:成交69.8/加速82.0/新高90.4/波换53.9; 机构:均线83.2/回撤90.4/持续90.0/稳定52.8
20260625,301200,大族数控,58.41,91.3,78.14,70,游资:成交48.9/加速56.5/新高90.4/波换43.6; 机构:均线86.2/回撤90.4/持续94.5/稳定97.2
20260625,605376,XD博迁新,70.25,83.21,78.03,71,游资:成交45.4/加速87.4/新高90.4/波换61.7; 机构:均线81.1/回撤90.4/持续63.7/稳定95.1
20260625,300042,朗科科技,78.55,77.0,77.93,72,游资:成交69.3/加速82.1/新高90.4/波换75.3; 机构:均线67.3/回撤90.4/持续86.5/稳定62.0
20260625,603650,彤程新材,74.93,79.88,77.9,73,游资:成交75.1/加速72.1/新高90.4/波换63.5; 机构:均线87.3/回撤90.4/持续94.5/稳定38.5
20260625,688172,燕东微,75.03,79.73,77.85,74,游资:成交58.9/加速94.7/新高79.7/波换65.0; 机构:均线76.4/回撤79.7/持续81.6/稳定82.8
20260625,002436,兴森科技,72.43,80.96,77.55,75,游资:成交92.0/加速40.6/新高90.4/波换72.8; 机构:均线84.1/回撤90.4/持续63.7/稳定79.5
20260625,002080,中材科技,64.06,86.34,77.43,76,游资:成交72.9/加速38.4/新高90.4/波换63.0; 机构:均线90.2/回撤90.4/持续74.5/稳定86.3
20260625,300666,江丰电子,75.95,78.3,77.36,77,游资:成交91.9/加速43.7/新高90.4/波换86.0; 机构:均线90.5/回撤90.4/持续74.5/稳定45.7
20260625,002008,大族激光,81.11,71.57,77.29,78,游资:成交96.2/加速73.7/新高90.4/波换60.2; 机构:均线69.4/回撤90.4/持续74.5/稳定43.7
20260625,300747,锐科激光,70.5,81.7,77.22,79,游资:成交71.4/加速50.7/新高90.4/波换79.1; 机构:均线78.3/回撤90.4/持续63.7/稳定91.8
20260625,300903,科翔股份,60.28,88.31,77.1,80,游资:成交60.0/加速31.7/新高90.4/波换73.5; 机构:均线95.0/回撤90.4/持续92.2/稳定71.4
20260625,600888,新疆众和,65.93,84.45,77.04,81,游资:成交30.0/加速92.7/新高90.4/波换55.2; 机构:均线92.6/回撤90.4/持续90.0/稳定57.8
20260625,002407,多氟多,79.95,72.42,76.94,82,游资:成交93.2/加速76.0/新高76.7/波换69.4; 机构:均线72.3/回撤76.7/持续86.5/稳定52.1
20260625,301123,奕东电子,63.71,85.43,76.74,83,游资:成交45.8/加速50.8/新高90.4/波换83.3; 机构:均线80.6/回撤90.4/持续74.5/稳定96.2
20260625,688409,富创精密,61.57,86.61,76.59,84,游资:成交56.3/加速50.0/新高90.4/波换58.1; 机构:均线91.1/回撤90.4/持续94.5/稳定66.5
20260625,688380,中微半导,69.0,81.57,76.54,85,游资:成交33.4/加速92.0/新高90.4/波换66.6; 机构:均线91.3/回撤90.4/持续86.5/稳定48.8
20260625,002654,万润科技,70.2,80.72,76.51,86,游资:成交52.5/加速76.4/新高90.4/波换67.3; 机构:均线84.4/回撤90.4/持续86.5/稳定55.0
20260625,002821,凯莱英,76.51,76.3,76.43,87,游资:成交63.4/加速98.7/新高90.4/波换49.0; 机构:均线84.6/回撤90.4/持续81.6/稳定37.4
20260625,600141,兴发集团,75.39,77.02,76.37,88,游资:成交85.5/加速56.3/新高90.4/波换74.0; 机构:均线94.6/回撤90.4/持续74.5/稳定33.2
20260625,688249,晶合集成,69.07,81.01,76.23,89,游资:成交65.5/加速70.8/新高90.4/波换50.5; 机构:均线88.7/回撤90.4/持续81.6/稳定54.9
