date,code,name,buy_date,buy_price,shares,latest_price,market_value,pnl,pnl_pct,holding_days,status
20260622,688525,佰维存储,20260618,386.2,100,406.31,40631.0,2011.0,5.21,4,holding
20260622,600522,中天科技,20260618,56.55,100,59.63,5963.0,308.0,5.45,4,holding
20260622,600183,生益科技,20260618,183.87,100,184.5,18450.0,63.0,0.34,4,holding
20260622,600105,永鼎股份,20260622,63.7,100,63.7,6370.0,0.0,0.0,0,holding
20260622,600362,江西铜业,20260622,54.86,100,54.86,5486.0,0.0,0.0,0,holding
20260622,600259,中稀有色,20260622,118.66,100,118.66,11866.0,0.0,0.0,0,holding
