date,market_cycle,cycle_strength,recommended_position_ratio,risk_level,risk_action,risk_reason,leader_count,trend_count,watch_count,risk_count
20260624,退潮期,95.19,10,14.16,空仓,退潮期或风险等级过高，强制降仓,2,20,0,36
