date,score_bucket,count,mean,variance,std,min,max
20260624,30-40,0,74.35,133.83,11.57,46.43,93.11
20260624,40-50,1,74.35,133.83,11.57,46.43,93.11
20260624,50-60,8,74.35,133.83,11.57,46.43,93.11
20260624,60-70,16,74.35,133.83,11.57,46.43,93.11
20260624,70-80,22,74.35,133.83,11.57,46.43,93.11
20260624,80-90,24,74.35,133.83,11.57,46.43,93.11
20260624,90-100,2,74.35,133.83,11.57,46.43,93.11
