date,stock_code,action,position_ratio,score,cycle,reason
20260622,002484,SKIP,0.0,77.16,主升期,continuation下降
20260622,688082,SKIP,0.0,77.13,主升期,continuation下降
20260622,301196,SKIP,0.0,77.12,主升期,continuation下降
20260622,300666,SKIP,0.0,77.09,主升期,continuation下降
20260622,600378,SKIP,0.0,76.92,主升期,continuation下降
20260622,300497,SKIP,0.0,76.81,主升期,continuation下降
20260622,002585,SKIP,0.0,76.65,主升期,continuation下降
20260622,600110,SKIP,0.0,76.33,主升期,continuation下降
20260622,688233,SKIP,0.0,76.06,主升期,continuation下降
20260622,300420,SKIP,0.0,75.27,主升期,continuation下降
20260622,688141,SKIP,0.0,75.09,主升期,continuation下降
20260622,002636,SKIP,0.0,75.05,主升期,continuation下降
20260622,600367,SKIP,0.0,75.02,主升期,continuation下降
20260622,002552,SKIP,0.0,74.49,主升期,continuation下降
20260622,002971,SKIP,0.0,74.41,主升期,continuation下降
20260622,688662,SKIP,0.0,74.06,主升期,continuation下降
20260622,688020,SKIP,0.0,73.41,主升期,continuation下降
