date,code,name,momentum_score,trend_score,combined_score,reason,close,pct_chg,amount,turnover,ma5,ma10,ma20,pct_5d,pct_10d,pct_20d,distance_to_20d_high,rank
20260623,002655,共达电声,86.46,75.02,81.88,游资:成交77.1/加速96.3/新高89.3/波换83.0; 机构:均线85.1/回撤89.3/持续76.1/稳定37.5,46.79,-0.17,4579388245.0,0.26,42.44,38.54,38.41,30.41,31.95,30.44,0.17,31
20260623,300037,新宙邦,74.47,86.67,81.79,游资:成交66.7/加速83.4/新高86.2/波换60.9; 机构:均线73.7/回撤86.2/持续97.9/稳定95.6,88.0,-2.21,3237109270.0,0.07,85.54,80.14,77.03,13.72,20.12,28.64,2.26,32
20260623,603618,杭电股份,78.68,83.74,81.72,游资:成交65.6/加速89.0/新高81.2/波换80.5; 机构:均线86.4/回撤81.2/持续92.9/稳定74.5,52.81,-4.17,3201785041.0,0.09,51.69,46.26,43.21,23.53,34.38,39.16,4.36,33
20260623,603938,三孚股份,78.35,83.69,81.55,游资:成交54.4/加速89.3/新高94.8/波换81.5; 机构:均线91.1/回撤94.8/持续82.2/稳定57.4,65.12,10.0,2420807127.0,0.1,58.21,57.24,51.62,18.92,24.77,36.43,0.0,34
20260623,603588,高能环境,82.05,79.55,81.05,游资:成交74.5/加速94.0/新高88.1/波换69.4; 机构:均线93.7/回撤88.1/持续92.9/稳定32.1,18.24,3.58,4257022290.0,0.15,16.41,15.27,14.07,29.73,40.2,40.63,0.0,35
20260623,002167,东方锆业,74.1,85.48,80.93,游资:成交44.5/加速87.7/新高94.8/波换77.5; 机构:均线96.1/回撤94.8/持续95.7/稳定45.3,19.51,9.98,1913228972.0,0.13,16.67,15.38,14.43,32.27,53.02,52.66,0.0,36
20260623,688525,佰维存储,75.06,84.72,80.86,游资:成交97.4/加速55.7/新高81.5/波换64.2; 机构:均线78.6/回撤81.5/持续95.7/稳定87.8,389.47,-4.14,15547213690.0,0.08,378.49,350.67,332.28,14.56,35.0,21.42,4.32,37
20260623,300497,富祥股份,77.47,82.3,80.37,游资:成交56.6/加速90.7/新高94.8/波换71.5; 机构:均线95.6/回撤94.8/持续95.7/稳定30.2,22.36,8.23,2528570141.0,0.25,19.64,17.86,16.73,28.58,42.69,41.16,0.0,38
20260623,688249,晶合集成,77.45,82.09,80.23,游资:成交69.5/加速89.9/新高94.8/波换53.4; 机构:均线92.0/回撤94.8/持续76.1/稳定54.0,55.38,4.89,3493755330.0,0.03,49.33,44.58,43.5,29.54,45.39,29.06,0.0,39
20260623,002056,横店东磁,78.59,80.97,80.02,游资:成交64.8/加速94.2/新高89.0/波换65.7; 机构:均线66.1/回撤89.0/持续82.2/稳定90.1,29.25,0.03,3120159400.0,0.07,27.64,26.63,26.45,14.93,10.38,30.52,0.58,40
20260623,688403,汇成股份,65.47,88.84,79.49,游资:成交57.3/加速52.2/新高94.8/波换68.4; 机构:均线90.7/回撤94.8/持续99.0/稳定66.9,30.17,0.77,2548338553.0,0.08,29.19,27.08,24.0,13.0,34.21,37.83,0.0,41
20260623,600961,株冶集团,79.89,77.77,79.04,游资:成交76.5/加速76.3/新高94.8/波换75.5; 机构:均线91.4/回撤94.8/持续76.1/稳定33.4,33.1,4.42,4499227986.0,0.18,29.5,26.79,26.19,24.53,45.49,20.63,0.0,42
20260623,688777,中控技术,65.66,87.25,78.61,游资:成交55.0/加速70.9/新高82.6/波换56.8; 机构:均线79.9/回撤82.6/持续97.2/稳定95.3,120.07,-3.18,2432940527.0,0.03,119.05,112.41,102.04,8.7,16.01,36.72,3.69,43
20260623,605111,新洁能,73.84,81.11,78.2,游资:成交63.5/加速73.0/新高94.8/波换69.8; 机构:均线85.7/回撤94.8/持续82.2/稳定52.6,79.91,7.16,2974089149.0,0.09,73.25,67.06,65.44,21.94,41.81,26.4,0.0,44
20260623,600226,亨通股份,70.9,82.91,78.11,游资:成交66.9/加速63.5/新高86.7/波换72.3; 机构:均线96.8/回撤86.7/持续99.8/稳定39.6,10.37,-1.98,3257619686.0,0.11,9.67,8.68,7.59,25.7,53.63,60.03,2.03,45
20260623,300623,捷捷微电,76.16,78.63,77.64,游资:成交70.3/加速71.4/新高94.8/波换73.5; 机构:均线84.7/回撤94.8/持续76.1/稳定47.7,42.25,10.0,3592628647.0,0.11,38.21,35.48,34.66,19.42,37.26,15.03,0.0,46
20260623,600869,远东股份,68.38,83.6,77.51,游资:成交77.4/加速49.2/新高89.1/波换62.9; 机构:均线90.9/回撤89.1/持续82.2/稳定65.7,36.08,-0.19,4668871936.0,0.06,34.47,32.81,28.68,10.4,31.44,71.81,0.19,47
20260623,301611,珂玛科技,73.76,79.88,77.43,游资:成交66.5/加速70.0/新高77.4/波换86.6; 机构:均线85.9/回撤77.4/持续92.9/稳定61.5,131.93,4.44,3224378279.0,0.17,123.51,117.06,107.89,15.06,29.34,17.31,0.0,48
20260623,688052,纳芯微,62.82,87.07,77.37,游资:成交38.4/加速76.0/新高94.8/波换47.7; 机构:均线81.3/回撤94.8/持续82.2/稳定89.0,300.0,2.85,1515490176.0,0.04,276.17,258.7,252.42,18.82,34.15,15.38,0.0,49
20260623,603738,泰晶科技,65.37,84.41,76.79,游资:成交68.5/加速36.2/新高94.8/波换75.0; 机构:均线92.4/回撤94.8/持续92.9/稳定48.4,63.25,2.51,3405631579.0,0.14,59.69,54.31,49.57,11.14,47.02,28.58,0.0,50
20260623,300661,圣邦股份,62.97,85.04,76.21,游资:成交44.9/加速72.4/新高94.8/波换44.0; 机构:均线79.4/回撤94.8/持续86.5/稳定77.4,137.16,0.26,1948528889.0,0.02,133.16,121.5,116.8,17.4,32.95,15.65,0.0,51
20260623,600641,先导基电,66.56,82.12,75.9,游资:成交69.8/加速44.8/新高94.8/波换66.1; 机构:均线89.3/回撤94.8/持续92.9/稳定41.5,36.08,0.19,3507913846.0,0.1,34.3,31.45,28.98,16.2,46.85,26.33,0.0,52
20260623,300489,光智科技,54.34,90.25,75.89,游资:成交39.7/加速34.1/新高86.9/波换74.0; 机构:均线98.5/回撤86.9/持续97.9/稳定75.2,239.16,-1.98,1613653587.0,0.05,226.97,196.81,164.79,22.38,73.73,94.12,2.02,53
20260623,300548,长芯博创,70.01,79.0,75.4,游资:成交87.2/加速38.6/新高81.6/波换79.7; 机构:均线77.1/回撤81.6/持续92.9/稳定63.9,286.02,-4.05,6781116341.0,0.08,283.86,260.51,246.12,6.39,34.28,16.27,4.22,54
20260623,002409,雅克科技,67.96,80.35,75.39,游资:成交84.1/加速37.5/新高80.5/波换76.9; 机构:均线89.1/回撤80.5/持续95.7/稳定51.6,157.32,-4.76,5650015364.0,0.11,151.67,139.89,126.52,13.32,48.95,22.76,5.0,55
20260623,300054,鼎龙股份,65.13,81.11,74.72,游资:成交80.7/加速34.9/新高88.3/波换64.0; 机构:均线81.5/回撤88.3/持续92.9/稳定57.9,91.3,-0.11,5032775959.0,0.07,90.1,83.07,76.85,6.7,40.66,18.57,0.96,56
20260623,002971,和远气体,58.25,84.62,74.07,游资:成交44.3/加速35.0/新高94.8/波换77.5; 机构:均线99.5/回撤94.8/持续99.0/稳定32.6,73.0,0.3,1907980893.0,0.17,66.73,59.27,47.37,28.57,84.2,124.34,0.0,57
20260623,300679,电连技术,65.29,79.73,73.95,游资:成交41.5/加速78.1/新高80.3/波换66.7; 机构:均线74.8/回撤80.3/持续89.6/稳定76.3,68.68,0.18,1714805191.0,0.07,67.93,62.59,59.73,12.19,19.76,29.29,5.11,58
20260623,601066,中信建投,72.57,74.23,73.57,游资:成交75.8/加速77.3/新高94.8/波换38.5; 机构:均线74.3/回撤94.8/持续82.2/稳定35.2,28.81,5.18,4413625784.0,0.02,26.55,25.87,25.16,11.11,18.12,28.33,0.0,59
20260623,000510,新金路,64.63,79.5,73.55,游资:成交55.8/加速41.0/新高88.6/波换89.2; 机构:均线88.5/回撤88.6/持续92.9/稳定38.9,24.1,-0.86,2482533246.0,0.17,23.1,20.66,19.43,13.09,43.62,46.68,0.87,60
20260623,002636,金安国纪,57.25,83.13,72.78,游资:成交68.0/加速31.1/新高80.2/波换57.4; 机构:均线98.9/回撤80.2/持续100.0/稳定47.1,108.64,-4.89,3367497469.0,0.04,104.89,94.43,73.8,11.61,69.8,138.19,5.14,61
20260623,600888,新疆众和,65.0,76.07,71.64,游资:成交38.3/加速86.0/新高80.8/波换57.8; 机构:均线76.9/回撤80.8/持续86.5/稳定57.3,13.62,-4.69,1514836796.0,0.07,13.17,12.05,11.72,20.0,30.58,23.26,4.92,62
20260623,000776,广发证券,70.84,70.7,70.78,游资:成交87.5/加速66.1/新高80.0/波换43.9; 机构:均线79.2/回撤80.0/持续82.2/稳定32.4,23.32,2.73,7047474275.0,0.05,21.92,20.74,19.84,11.95,25.04,22.74,0.0,63
20260623,300005,探路者,62.37,75.85,70.46,游资:成交43.2/加速49.3/新高94.8/波换78.3; 机构:均线84.6/回撤94.8/持续76.1/稳定34.1,19.26,10.82,1821567469.0,0.11,17.74,16.56,15.8,9.81,30.14,25.88,0.0,64
20260623,000519,中兵红箭,70.28,68.72,69.66,游资:成交65.4/加速80.0/新高73.4/波换59.9; 机构:均线68.0/回撤73.4/持续89.6/稳定41.9,21.91,-2.06,3171472125.0,0.1,21.0,20.01,19.62,12.01,18.37,15.74,2.1,65
20260623,688172,燕东微,61.05,74.97,69.4,游资:成交48.4/加速60.9/新高77.7/波换63.7; 机构:均线63.3/回撤77.7/持续76.1/稳定87.2,73.89,1.9,2156734087.0,0.02,70.61,67.56,67.5,8.65,20.76,21.65,5.81,66
20260623,688106,金宏气体,66.47,68.36,67.6,游资:成交50.0/加速82.8/新高53.1/波换80.2; 机构:均线84.1/回撤53.1/持续92.9/稳定43.2,34.45,5.0,2218648621.0,0.12,31.76,30.7,28.51,19.0,30.99,27.4,0.0,67
20260623,300671,富满微,54.44,76.04,67.4,游资:成交33.9/加速43.6/新高78.8/波换77.1; 机构:均线91.6/回撤78.8/持续89.6/稳定35.0,63.43,-5.16,1221798014.0,0.09,59.69,54.55,50.0,20.02,55.35,20.27,5.44,68
20260623,301536,星宸科技,51.11,77.93,67.2,游资:成交37.0/加速31.9/新高88.0/波换64.2; 机构:均线87.5/回撤88.0/持续89.6/稳定36.8,112.16,-1.2,1432198663.0,0.07,111.75,100.91,91.54,5.81,49.91,21.83,1.21,69
20260623,688353,华盛锂电,46.43,68.83,59.87,游资:成交37.6/加速34.7/新高55.8/波换67.8; 机构:均线92.7/回撤55.8/持续89.6/稳定31.8,120.2,-1.57,1470027360.0,0.08,117.56,103.38,94.27,11.5,50.72,30.31,1.6,70
20260623,300377,赢时胜,55.73,61.02,58.9,游资:成交58.6/加速43.8/新高37.0/波换88.1; 机构:均线88.3/回撤37.0/持续86.5/稳定30.6,18.1,0.33,2687344268.0,0.21,17.03,15.45,14.61,12.42,40.09,21.4,0.0,71
20260623,301292,海科新源,52.71,62.22,58.42,游资:成交43.3/加速54.8/新高46.1/波换70.2; 机构:均线80.0/回撤46.1/持续82.2/稳定39.7,83.59,3.4,1825298285.0,0.26,78.9,72.8,70.87,13.57,33.53,18.03,0.0,72
20260623,300558,贝达药业,50.81,62.48,57.81,游资:成交37.5/加速67.0/新高45.8/波换51.5; 机构:均线72.7/回撤45.8/持续86.5/稳定48.2,58.35,-0.34,1460196863.0,0.06,54.63,53.49,51.38,9.37,19.3,21.01,0.34,73
